# query 1
14 qid:3 1:57.57554646714059 2:-18.440320642382368 
15 qid:3 1:64.86922280718336 2:-19.717088999144043 
16 qid:3 1:65.19585172146566 2:-19.03440067833062 
# query 4
0 qid:4 1:26.077276729016642 2:-15.548549967237879 
1 qid:4 1:22.29404772974247 2:-13.211395655098585 
2 qid:4 1:11.366266803913144 2:-8.061182130434855 
3 qid:4 1:23.96694830643334 2:-13.464577700243447 
4 qid:4 1:22.397096348060856 2:-12.500099818738018 
5 qid:4 1:22.764503681540678 2:-12.65273400924952 
6 qid:4 1:25.8365388281498 2:-13.833810332372149 
7 qid:4 1:20.680637548188987 2:-11.263909872669553 
8 qid:4 1:33.86999386129676 2:-16.496326957895842 
9 qid:4 1:37.77200963939364 2:-18.10932093198234 
10 qid:4 1:41.70775434507392 2:-19.619913445745915 
11 qid:4 1:31.69151677769892 2:-13.969554234396004 
12 qid:4 1:44.44734524704945 2:-16.816252600011907 
13 qid:4 1:50.56860351145675 2:-17.77881264104296 
14 qid:4 1:64.40460187624201 2:-20.189791145804026 
15 qid:4 1:67.4140845674419 2:-20.871233612211284 
16 qid:4 1:65.36407032914848 2:-19.603618539893734 
# query 5
0 qid:5 1:27.885207932382205 2:-16.723007347960117 
1 qid:5 1:14.024381962565478 2:-9.739154140670474 
2 qid:5 1:8.408738981205186 2:-7.17961428235013 
3 qid:5 1:24.597374812797312 2:-14.049452516036295 
4 qid:5 1:20.856975467325867 2:-12.414866349598725 
5 qid:5 1:12.454767691412119 2:-8.77096316296628 
6 qid:5 1:26.04952185939542 2:-13.782815798621913 
7 qid:5 1:24.28778788810621 2:-12.988121865297435 
8 qid:5 1:40.20725190585324 2:-16.753021627438905 
9 qid:5 1:45.318765459196335 2:-17.912555517468984 
10 qid:5 1:52.75844867356191 2:-19.908848556061198 
11 qid:5 1:47.541606623221924 2:-17.45509489636163 
12 qid:5 1:51.84258155343747 2:-18.31893341110876 
13 qid:5 1:54.696629866331115 2:-18.833013086052386 
14 qid:5 1:54.44118177462792 2:-18.40001684103143 
15 qid:5 1:68.56863016891246 2:-20.309396449828892 
# query 6
0 qid:6 1:20.76499769151567 2:-12.719579201928918 
1 qid:6 1:16.900371773433434 2:-10.629164637379516 
2 qid:6 1:27.83119467232989 2:-14.715630814449904 
3 qid:6 1:31.563850584300706 2:-16.323154635992857 
4 qid:6 1:14.171004998596336 2:-8.553892076446207 
5 qid:6 1:19.04128144439973 2:-10.244442398835547 
6 qid:6 1:26.575359429987607 2:-13.194326240555338 
7 qid:6 1:29.981712424123895 2:-14.483693438404961 
8 qid:6 1:35.08443270321119 2:-15.9399327884468 
9 qid:6 1:50.43444155197313 2:-19.176593745997483 
10 qid:6 1:50.5112203681101 2:-18.235097605816023 
11 qid:6 1:64.70095397821304 2:-22.27928721524294 
12 qid:6 1:60.1014062740515 2:-19.94198286045913 
13 qid:6 1:57.57554646714059 2:-18.440320642382368 
14 qid:6 1:65.62975938710366 2:-20.25609857626672 
15 qid:6 1:75.1112990626022 2:-23.04027578607448 
16 qid:6 1:68.36481710636124 2:-19.168492053041707 
# query 7
0 qid:7 1:16.165346778185253 2:-10.999388235909107 
1 qid:7 1:16.916960594327147 2:-11.26471785338441 
2 qid:7 1:16.35594550467273 2:-10.760490463600478 
3 qid:7 1:14.024381962565478 2:-9.739154140670474 
4 qid:7 1:21.482949096314538 2:-12.94153560018948 
5 qid:7 1:13.254205700024787 2:-9.268675314702646 
6 qid:7 1:24.597374812797312 2:-14.049452516036295 
7 qid:7 1:16.36446720376366 2:-10.490043079335681 
8 qid:7 1:25.8365388281498 2:-13.833810332372149 
9 qid:7 1:9.127201656362653 2:-6.27019508281583 
10 qid:7 1:34.06417427066738 2:-17.02765936197451 
11 qid:7 1:33.83448461887527 2:-15.858118159092523 
12 qid:7 1:36.52262144377179 2:-15.735459144202565 
13 qid:7 1:47.321746972182886 2:-18.54470393307056 
14 qid:7 1:60.37805740324362 2:-21.48685316841423 
15 qid:7 1:60.21662655923342 2:-20.86189156747944 
16 qid:7 1:62.71020175711644 2:-19.900904598976293 
# query 8
0 qid:8 1:8.940957168590367 2:-7.658107120771848 
1 qid:8 1:17.86742109561022 2:-11.30849436431026 
2 qid:8 1:9.704116974959593 2:-7.351603768908782 
3 qid:8 1:12.171208459665266 2:-8.396450661842737 
4 qid:8 1:28.184295445171376 2:-14.833839707984932 
5 qid:8 1:12.05171566158207 2:-7.7886800476012885 
6 qid:8 1:31.33221672575101 2:-15.97617197917897 
7 qid:8 1:52.10174137618989 2:-21.22491455031949 
8 qid:8 1:43.53137062255715 2:-16.777861570150325 
9 qid:8 1:53.073897015137184 2:-20.72212308452908 
10 qid:8 1:48.189996564302014 2:-18.126614158766845 
11 qid:8 1:54.530068874379 2:-20.32588525565274 
12 qid:8 1:48.465205231713135 2:-17.253647086692197 
13 qid:8 1:56.31584401053086 2:-19.554112503656672 
14 qid:8 1:63.429126704821094 2:-20.66095332404611 
15 qid:8 1:60.212863213364265 2:-18.819847666589666 
# query 9
0 qid:9 1:20.36697054230019 2:-12.363704935545742 
1 qid:9 1:13.533237555220937 2:-9.069380692299069 
2 qid:9 1:23.46250127424311 2:-12.962707886322157 
3 qid:9 1:26.04952185939542 2:-13.782815798621913 
4 qid:9 1:24.52364753155117 2:-12.941055413093887 
5 qid:9 1:27.626281113563124 2:-14.240351089465523 
6 qid:9 1:32.82311277217827 2:-16.329906851829985 
7 qid:9 1:26.575359429987607 2:-13.194326240555338 
8 qid:9 1:39.18605819479024 2:-18.41746273440031 
9 qid:9 1:31.485492526549013 2:-14.871614626203128 
10 qid:9 1:38.95656799164955 2:-17.301940296777243 
11 qid:9 1:42.3521163975025 2:-18.255222585130433 
12 qid:9 1:36.52262144377179 2:-15.735459144202565 
13 qid:9 1:59.92418774785592 2:-22.57450831706496 
14 qid:9 1:60.1014062740515 2:-19.94198286045913 
15 qid:9 1:65.62975938710366 2:-20.25609857626672 
16 qid:9 1:66.94070034250024 2:-19.45271500712346 
# query 10
0 qid:10 1:29.401115566214916 2:-16.645993172543832 
1 qid:10 1:24.0581317713697 2:-14.152383806125528 
2 qid:10 1:25.899325338695277 2:-14.863555074124688 
3 qid:10 1:11.692411684579666 2:-8.597361532779164 
4 qid:10 1:22.764503681540678 2:-12.65273400924952 
5 qid:10 1:33.456937082543156 2:-15.707482198377086 
6 qid:10 1:36.03590775290505 2:-16.532590636291058 
7 qid:10 1:34.29386704429545 2:-15.048683477424598 
8 qid:10 1:41.35484349504847 2:-17.757255470525205 
9 qid:10 1:40.24038577545422 2:-17.27055183495894 
10 qid:10 1:42.68198291538106 2:-17.280155026470133 
11 qid:10 1:48.189996564302014 2:-18.126614158766845 
12 qid:10 1:56.73583048352565 2:-19.907308941588074 
13 qid:10 1:64.86046859199121 2:-21.058593698698598 
14 qid:10 1:70.281143385048 2:-21.78150132277905 
15 qid:10 1:72.69155170519592 2:-22.787320283760653 
# query 11
0 qid:11 1:15.277637931403667 2:-11.18957153259042 
1 qid:11 1:26.478112795102977 2:-14.548413623682952 
2 qid:11 1:18.124936382051832 2:-10.853255318593911 
3 qid:11 1:22.61635656014348 2:-12.634836067119258 
4 qid:11 1:38.734967765196906 2:-19.0717962076485 
5 qid:11 1:26.761453940710528 2:-13.653803030974755 
6 qid:11 1:34.85095637677341 2:-16.305778656451967 
7 qid:11 1:44.60597457117897 2:-19.503573622631077 
8 qid:11 1:48.28554189934925 2:-19.85759010681006 
9 qid:11 1:52.10174137618989 2:-21.22491455031949 
10 qid:11 1:39.44430911570996 2:-15.593593407558068 
11 qid:11 1:46.876968092849665 2:-18.16936747784879 
12 qid:11 1:53.073897015137184 2:-20.72212308452908 
13 qid:11 1:52.635766417880966 2:-19.838922009772507 
14 qid:11 1:55.97414488589013 2:-18.15833752287227 
15 qid:11 1:64.145260845231 2:-20.59245979970776 
16 qid:11 1:67.44230266470528 2:-20.705421342327814 
# query 12
0 qid:12 1:17.231963760803385 2:-11.937047637464612 
1 qid:12 1:15.609666817641207 2:-10.40644454509414 
2 qid:12 1:21.480188773680133 2:-12.561513902736918 
3 qid:12 1:10.752862102921485 2:-7.848804454687214 
4 qid:12 1:23.96694830643334 2:-13.464577700243447 
5 qid:12 1:33.456937082543156 2:-15.707482198377086 
6 qid:12 1:37.57277900848115 2:-17.07853591294601 
7 qid:12 1:41.477504670480265 2:-18.272028489198398 
8 qid:12 1:41.86033424193717 2:-17.647084864572125 
9 qid:12 1:33.981147701029236 2:-13.902774932830718 
10 qid:12 1:41.047217090271964 2:-16.432664277915244 
11 qid:12 1:47.81638053999225 2:-19.23792886273619 
12 qid:12 1:46.202438762419455 2:-17.858395865264765 
13 qid:12 1:48.86258099126434 2:-18.865861386588634 
14 qid:12 1:56.0061877424469 2:-20.365886451798993 
15 qid:12 1:52.10858247100774 2:-18.312828576441387 
16 qid:12 1:64.48687650856925 2:-20.472024288434834 
# query 13
0 qid:13 1:19.202335426573413 2:-12.834692618076117 
1 qid:13 1:19.836028921220453 2:-12.507073313927386 
2 qid:13 1:16.679795837487518 2:-10.901827344763081 
3 qid:13 1:14.55158258742532 2:-9.84115576255697 
4 qid:13 1:29.261442804189233 2:-14.135962707337804 
5 qid:13 1:37.123620120554136 2:-15.651343262099015 
6 qid:13 1:52.71865647524529 2:-19.989021219379108 
7 qid:13 1:54.71612681145024 2:-20.13948228983476 
8 qid:13 1:55.344026978125946 2:-20.068151151876297 
9 qid:13 1:55.55275327875437 2:-19.730896206388024 
10 qid:13 1:60.66566805554489 2:-21.099807432717522 
11 qid:13 1:61.70638417590258 2:-21.366979162626418 
12 qid:13 1:59.134521688397406 2:-19.910613363096907 
13 qid:13 1:60.643458995444725 2:-20.08061556140568 
14 qid:13 1:58.86159000070887 2:-18.305068208515422 
15 qid:13 1:67.5981071928241 2:-21.21493694474829 
# query 14
0 qid:14 1:20.76499769151567 2:-12.719579201928918 
1 qid:14 1:18.69494385084086 2:-11.540088796815345 
2 qid:14 1:18.579915771742222 2:-11.287536676384068 
3 qid:14 1:14.244474824068545 2:-9.396947935227962 
4 qid:14 1:13.533237555220937 2:-9.069380692299069 
5 qid:14 1:16.345043178013324 2:-10.129704350362983 
6 qid:14 1:30.693878102918305 2:-16.02261485797441 
7 qid:14 1:26.761453940710528 2:-13.653803030974755 
8 qid:14 1:31.779816788310825 2:-15.551737797269656 
9 qid:14 1:41.70775434507392 2:-19.619913445745915 
10 qid:14 1:46.970745231954105 2:-18.06567124305936 
11 qid:14 1:54.13719022026735 2:-21.10564569002489 
12 qid:14 1:53.12284609988752 2:-18.47929136053594 
13 qid:14 1:57.14944434008409 2:-19.242623545202118 
14 qid:14 1:58.47109646926545 2:-19.465676198554227 
15 qid:14 1:61.397929485224246 2:-20.196687330666016 
# query 15
0 qid:15 1:18.68360131980283 2:-12.638625705175766 
1 qid:15 1:25.34379372883221 2:-14.318527530413675 
2 qid:15 1:13.931796200941358 2:-9.365505639057341 
3 qid:15 1:12.300287115949958 2:-8.091846480792121 
4 qid:15 1:24.52364753155117 2:-12.941055413093887 
5 qid:15 1:32.02012101302767 2:-15.549830588127818 
6 qid:15 1:26.575359429987607 2:-13.194326240555338 
7 qid:15 1:28.16287517232788 2:-13.749333263566415 
8 qid:15 1:46.84697580079015 2:-18.664133785175434 
9 qid:15 1:47.321746972182886 2:-18.54470393307056 
10 qid:15 1:52.71865647524529 2:-19.989021219379108 
11 qid:15 1:52.10858247100774 2:-18.312828576441387 
12 qid:15 1:52.643478227755146 2:-18.06147434541565 
13 qid:15 1:66.54495373075054 2:-22.255837368144146 
14 qid:15 1:65.3723796593964 2:-20.301981260682272 
15 qid:15 1:65.84537961276344 2:-18.654042771169365 
